Lot #,Shape,Color,Clarity,Weight,Lab,Cut Grade,Polish,Symmetry,Fluor,Rapaport Price,% Off RAP,Price/Ct,Certificate #,Length,Width,Depth,Depth %,Table %,Gridle,Culet,Description/Comments,Origin,Measurement,Certificate Image,Video Link
2000035341,ROUND,D,VVS2,0.3,IGI,Excellent,Excellent,Excellent,NONE,2800,83,476,LG444015272,4.28,4.31,2.65,61.8,60,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.28x4.31x2.65,https://s3.amazonaws.com/lgdcertificates/LG444015272.pdf,https://s3.amazonaws.com/lgdvideos/LG444015272.html
2000027647,ROUND,E,VVS1,0.3,IGI,Ideal,Excellent,Excellent,NONE,2800,83,476,LG464197022,4.36,4.39,2.64,60.4,58.5,Thin To Medium (Faceted),Pointed,MISC,LAB CREATED,4.36x4.39x2.64,https://s3.amazonaws.com/lgdcertificates/LG464197022.pdf,https://s3.amazonaws.com/lgdvideos/LG464197022.html
2000080169,ROUND,E,VVS1,0.3,IGI,Excellent,Excellent,Very Good,NONE,2800,83.25,469,LG464197320,4.29,4.31,2.68,62.3,58,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.29x4.31x2.68,https://s3.amazonaws.com/lgdcertificates/LG464197320.pdf,https://s3.amazonaws.com/lgdvideos/LG464197320.html
2000072012,ROUND,E,VVS1,0.3,IGI,Very Good,Excellent,Excellent,NONE,2800,84,448,LG468173753,4.31,4.35,2.67,61.7,60,Medium (Faceted),Pointed,MISC,LAB CREATED,4.31x4.35x2.67,https://s3.amazonaws.com/lgdcertificates/LG468173753.pdf,https://s3.amazonaws.com/lgdvideos/LG468173753.html
2000072681,ROUND,E,VVS1,0.3,IGI,Excellent,Excellent,Excellent,NONE,2800,83,476,LG468173861,4.31,4.33,2.69,62.3,58,Medium (Faceted),Pointed,MISC,LAB CREATED,4.31x4.33x2.69,https://s3.amazonaws.com/lgdcertificates/LG468173861.pdf,https://s3.amazonaws.com/lgdvideos/LG468173861.html
2000045783,ROUND,E,VVS2,0.3,IGI,Very Good,Excellent,Very Good,NONE,2600,84,416,LG442036910,4.21,4.24,2.71,64.2,57.5,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.21x4.24x2.71,https://s3.amazonaws.com/lgdcertificates/LG442036910.pdf,https://s3.amazonaws.com/lgdvideos/LG442036910.html
2000082019,ROUND,E,VVS2,0.3,IGI,EXCELLENT,EXCELLENT,EXCELLENT,NONE,2600,83,442,LG455007870,4.37,4.39,2.62,0,58,TN-MDFC,POINTED,MISC,LAB CREATED,4.37x4.39x2.62,https://s3.amazonaws.com/lgdcertificates/LG455007870.pdf,https://s3.amazonaws.com/lgdvideos/LG455007870.html
2000032190,ROUND,E,VVS2,0.3,IGI,Excellent,Excellent,Excellent,NONE,2600,83,442,LG464197033,4.26,4.32,2.64,61.5,59,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.26x4.32x2.64,https://s3.amazonaws.com/lgdcertificates/LG464197033.pdf,https://s3.amazonaws.com/lgdvideos/LG464197033.html
2000071003,ROUND,E,VVS2,0.3,IGI,Very Good,Excellent,Excellent,NONE,2600,84,416,LG468173754,4.29,4.34,2.68,62.1,58,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.29x4.34x2.68,https://s3.amazonaws.com/lgdcertificates/LG468173754.pdf,https://s3.amazonaws.com/lgdvideos/LG468173754.html
2000037431,ROUND,E,VVS2,0.3,IGI,Excellent,Excellent,Excellent,NONE,2600,83,442,LG468175570,4.33,4.36,2.64,60.7,59.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.33x4.36x2.64,https://s3.amazonaws.com/lgdcertificates/LG468175570.pdf,https://s3.amazonaws.com/lgdvideos/LG468175570.html
2000027633,ROUND,E,VVS2,0.3,IGI,Very Good,Very Good,Excellent,NONE,2600,84,416,LG468175571,4.29,4.31,2.59,60.2,60.5,Slightly Thick To Thick (Faceted),Pointed,MISC,LAB CREATED,4.29x4.31x2.59,https://s3.amazonaws.com/lgdcertificates/LG468175571.pdf,https://s3.amazonaws.com/lgdvideos/LG468175571.html
2000054830,ROUND,E,VVS2,0.3,IGI,Excellent,Excellent,Excellent,NONE,2600,83,442,LG468175590,4.33,4.38,2.65,61,58,Medium (Faceted),Pointed,MISC,LAB CREATED,4.33x4.38x2.65,https://s3.amazonaws.com/lgdcertificates/LG468175590.pdf,https://s3.amazonaws.com/lgdvideos/LG468175590.html
2000032300,ROUND,E,VS1,0.3,IGI,Ideal,Excellent,Excellent,NONE,2400,83,408,LG464197031,4.35,4.37,2.62,60,57.5,Thin To Medium (Faceted),Pointed,MISC,LAB CREATED,4.35x4.37x2.62,https://s3.amazonaws.com/lgdcertificates/LG464197031.pdf,https://s3.amazonaws.com/lgdvideos/LG464197031.html
2000048372,ROUND,E,VS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG455007377,4.28,4.33,2.67,62.1,57,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.28x4.33x2.67,https://s3.amazonaws.com/lgdcertificates/LG455007377.pdf,https://s3.amazonaws.com/lgdvideos/LG455007377.html
2000012123,ROUND,E,VS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG464197023,4.31,4.38,2.66,61.5,56.5,Thin To Medium (Faceted),Pointed,MISC,LAB CREATED,4.31x4.38x2.66,https://s3.amazonaws.com/lgdcertificates/LG464197023.pdf,https://s3.amazonaws.com/lgdvideos/LG464197023.html
2000025377,ROUND,E,VS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG464197024,4.36,4.39,2.6,59.4,58,Thin To Medium (Faceted),Pointed,MISC,LAB CREATED,4.36x4.39x2.6,https://s3.amazonaws.com/lgdcertificates/LG464197024.pdf,https://s3.amazonaws.com/lgdvideos/LG464197024.html
2000025373,ROUND,E,VS2,0.3,IGI,Excellent,Excellent,Excellent,NONE,2300,83,391,LG464197025,4.24,4.27,2.68,63,54.5,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.24x4.27x2.68,https://s3.amazonaws.com/lgdcertificates/LG464197025.pdf,https://s3.amazonaws.com/lgdvideos/LG464197025.html
2000025374,ROUND,E,VS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG464197026,4.3,4.31,2.66,61.7,56.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.3x4.31x2.66,https://s3.amazonaws.com/lgdcertificates/LG464197026.pdf,https://s3.amazonaws.com/lgdvideos/LG464197026.html
2000070973,ROUND,E,VS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG468173761,4.33,4.35,2.65,61,59,Medium (Faceted),Pointed,MISC,LAB CREATED,4.33x4.35x2.65,https://s3.amazonaws.com/lgdcertificates/LG468173761.pdf,https://s3.amazonaws.com/lgdvideos/LG468173761.html
2000070935,ROUND,E,VS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG468173763,4.33,4.36,2.68,61.8,58.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.33x4.36x2.68,https://s3.amazonaws.com/lgdcertificates/LG468173763.pdf,https://s3.amazonaws.com/lgdvideos/LG468173763.html
2000071084,ROUND,E,VS2,0.3,IGI,Excellent,Excellent,Excellent,NONE,2300,83,391,LG468173765,4.29,4.32,2.7,62.6,57,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.29x4.32x2.7,https://s3.amazonaws.com/lgdcertificates/LG468173765.pdf,https://s3.amazonaws.com/lgdvideos/LG468173765.html
2000071047,ROUND,E,VS2,0.3,IGI,Excellent,Excellent,Excellent,NONE,2300,83,391,LG468173766,4.35,4.37,2.59,59.5,60,Medium (Faceted),Pointed,MISC,LAB CREATED,4.35x4.37x2.59,https://s3.amazonaws.com/lgdcertificates/LG468173766.pdf,https://s3.amazonaws.com/lgdvideos/LG468173766.html
2000070971,ROUND,E,VS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG468173857,4.34,4.37,2.61,60,59,Medium (Faceted),Pointed,MISC,LAB CREATED,4.34x4.37x2.61,https://s3.amazonaws.com/lgdcertificates/LG468173857.pdf,https://s3.amazonaws.com/lgdvideos/LG468173857.html
2000070989,ROUND,E,VS2,0.3,IGI,Excellent,Excellent,Excellent,NONE,2300,83,391,LG468173864,4.29,4.32,2.61,60.7,60,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.29x4.32x2.61,https://s3.amazonaws.com/lgdcertificates/LG468173864.pdf,https://s3.amazonaws.com/lgdvideos/LG468173864.html
2000010781,ROUND,E,VS2,0.3,IGI,Excellent,Excellent,Excellent,NONE,2300,83,391,LG468175558,4.3,4.32,2.65,61.6,59,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.3x4.32x2.65,https://s3.amazonaws.com/lgdcertificates/LG468175558.pdf,https://s3.amazonaws.com/lgdvideos/LG468175558.html
2000019785,ROUND,E,VS2,0.3,IGI,Excellent,Excellent,Excellent,NONE,2300,83,391,LG468175560,4.25,4.27,2.7,63.4,57.5,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.25x4.27x2.7,https://s3.amazonaws.com/lgdcertificates/LG468175560.pdf,https://s3.amazonaws.com/lgdvideos/LG468175560.html
2000010779,ROUND,E,VS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG468175562,4.32,4.36,2.64,60.9,57.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.32x4.36x2.64,https://s3.amazonaws.com/lgdcertificates/LG468175562.pdf,https://s3.amazonaws.com/lgdvideos/LG468175562.html
2000011254,ROUND,E,VS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG468175575,4.25,4.31,2.65,61.8,59,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.25x4.31x2.65,https://s3.amazonaws.com/lgdcertificates/LG468175575.pdf,https://s3.amazonaws.com/lgdvideos/LG468175575.html
2000012126,ROUND,E,VS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG468175577,4.29,4.32,2.67,62,55.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.29x4.32x2.67,https://s3.amazonaws.com/lgdcertificates/LG468175577.pdf,https://s3.amazonaws.com/lgdvideos/LG468175577.html
2000011253,ROUND,E,VS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG468175578,4.32,4.35,2.66,61.3,58,Medium (Faceted),Pointed,MISC,LAB CREATED,4.32x4.35x2.66,https://s3.amazonaws.com/lgdcertificates/LG468175578.pdf,https://s3.amazonaws.com/lgdvideos/LG468175578.html
2000010011,ROUND,E,VS2,0.3,IGI,VERY GOOD,EXCELLENT,EXCELLENT,None,2300,84,368,LG468175580,4.23,4.26,2.72,64,56,MD-STKFC,POINTED,MISC,LAB CREATED,4.23x4.26x2.72,https://s3.amazonaws.com/lgdcertificates/LG468175580.pdf,https://s3.amazonaws.com/lgdvideos/LG468175580.html
2000010780,ROUND,E,VS2,0.3,IGI,Excellent,Excellent,Excellent,NONE,2300,83,391,LG468175581,4.32,4.34,2.66,61.4,59,Medium (Faceted),Pointed,MISC,LAB CREATED,4.32x4.34x2.66,https://s3.amazonaws.com/lgdcertificates/LG468175581.pdf,https://s3.amazonaws.com/lgdvideos/LG468175581.html
2000075713,ROUND,E,SI1,0.3,IGI,Excellent,Excellent,Excellent,NONE,2000,82,360,LG468176119,4.23,4.28,2.69,63.2,56,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.23x4.28x2.69,https://s3.amazonaws.com/lgdcertificates/LG468176119.pdf,https://s3.amazonaws.com/lgdvideos/LG468176119.html
2000069494,ROUND,E,SI2,0.3,IGI,Excellent,Excellent,Excellent,NONE,1800,82,324,LG444017382,4.28,4.33,2.7,62.6,57,Thin To Medium (Faceted),Pointed,MISC,LAB CREATED,4.28x4.33x2.7,https://s3.amazonaws.com/lgdcertificates/LG444017382.pdf,https://s3.amazonaws.com/lgdvideos/LG444017382.html
2000034924,ROUND,E,SI2,0.3,IGI,Ideal,Excellent,Excellent,NONE,1800,82,324,LG445020183,4.33,4.35,2.65,61.2,59,Medium (Faceted),Pointed,MISC,LAB CREATED,4.33x4.35x2.65,https://s3.amazonaws.com/lgdcertificates/LG445020183.pdf,https://s3.amazonaws.com/lgdvideos/LG445020183.html
2000055090,ROUND,E,SI2,0.3,IGI,Ideal,Excellent,Excellent,NONE,1800,82,324,LG447066963,4.4,4.42,2.63,59.7,59,Thin To Medium (Faceted),Pointed,MISC,LAB CREATED,4.4x4.42x2.63,https://s3.amazonaws.com/lgdcertificates/LG447066963.pdf,https://s3.amazonaws.com/lgdvideos/LG447066963.html
2000076766,ROUND,F,VVS1,0.3,IGI,Ideal,Excellent,Excellent,NONE,2700,83,459,LG455007155,4.32,4.34,2.68,61.7,56,Medium (Faceted),Pointed,MISC,LAB CREATED,4.32x4.34x2.68,https://s3.amazonaws.com/lgdcertificates/LG455007155.pdf,https://s3.amazonaws.com/lgdvideos/LG455007155.html
2000078442,ROUND,F,VVS1,0.3,IGI,Ideal,Excellent,Excellent,NONE,2700,83,459,LG455007243,4.36,4.39,2.63,60.2,58,Medium (Faceted),Pointed,MISC,LAB CREATED,4.36x4.39x2.63,https://s3.amazonaws.com/lgdcertificates/LG455007243.pdf,https://s3.amazonaws.com/lgdvideos/LG455007243.html
2000078539,ROUND,F,VVS1,0.3,IGI,Ideal,Excellent,Excellent,NONE,2700,83,459,LG455007244,4.3,4.32,2.68,62.1,57.5,Thin To Medium (Faceted),Pointed,MISC,LAB CREATED,4.3x4.32x2.68,https://s3.amazonaws.com/lgdcertificates/LG455007244.pdf,https://s3.amazonaws.com/lgdvideos/LG455007244.html
2000070725,ROUND,F,VVS1,0.3,IGI,Ideal,Excellent,Excellent,NONE,2700,83,459,LG468173862,4.3,4.33,2.64,61.2,58,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.3x4.33x2.64,https://s3.amazonaws.com/lgdcertificates/LG468173862.pdf,https://s3.amazonaws.com/lgdvideos/LG468173862.html
2000078473,ROUND,F,VVS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2500,83,425,LG464196467,4.34,4.37,2.64,60.5,56.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.34x4.37x2.64,https://s3.amazonaws.com/lgdcertificates/LG464196467.pdf,https://s3.amazonaws.com/lgdvideos/LG464196467.html
2000041954,ROUND,F,VVS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2500,83,425,LG464196945,4.35,4.37,2.63,60.4,58,Medium (Faceted),Pointed,MISC,LAB CREATED,4.35x4.37x2.63,https://s3.amazonaws.com/lgdcertificates/LG464196945.pdf,https://s3.amazonaws.com/lgdvideos/LG464196945.html
2000053657,ROUND,F,VVS2,0.3,IGI,Excellent,Excellent,Excellent,NONE,2500,83,425,LG464197230,4.36,4.39,2.61,59.6,57.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.36x4.39x2.61,https://s3.amazonaws.com/lgdcertificates/LG464197230.pdf,https://s3.amazonaws.com/lgdvideos/LG464197230.html
2000079522,ROUND,F,VS2,0.3,IGI,IDEAL,VERY GOOD,EXCELLENT,NONE,2200,83,374,LG455010483,4.36,4.38,2.65,0,57.5,TN-MDFC,POINTED,MISC,LAB CREATED,4.36x4.38x2.65,https://s3.amazonaws.com/lgdcertificates/LG455010483.pdf,https://s3.amazonaws.com/lgdvideos/LG455010483.html
2000078844,ROUND,F,SI1,0.3,IGI,EXCELLENT,EXCELLENT,EXCELLENT,None,1900,82,342,LG464196573,4.24,4.27,2.69,63.2,56.5,MD-STKFC,POINTED,MISC,LAB CREATED,4.24x4.27x2.69,https://s3.amazonaws.com/lgdcertificates/LG464196573.pdf,https://s3.amazonaws.com/lgdvideos/LG464196573.html
2000078629,ROUND,F,SI2,0.3,IGI,Excellent,Excellent,Excellent,NONE,1700,82,306,LG464196464,4.27,4.3,2.67,62.3,59,Medium (Faceted),Pointed,MISC,LAB CREATED,4.27x4.3x2.67,https://s3.amazonaws.com/lgdcertificates/LG464196464.pdf,https://s3.amazonaws.com/lgdvideos/LG464196464.html
2000078796,ROUND,F,SI2,0.3,IGI,Very Good,Excellent,Excellent,NONE,1700,83,289,LG464196465,4.18,4.23,2.72,64.6,55.5,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.18x4.23x2.72,https://s3.amazonaws.com/lgdcertificates/LG464196465.pdf,https://s3.amazonaws.com/lgdvideos/LG464196465.html
9000196864,ROUND,G,VVS1,0.3,IGI,VERY GOOD,VERY GOOD,GOOD,NONE,2500,84.5,387.5,3909114991,4.35,4.31,2.58,59.6,60,TN-STK,NONE,MISC,LAB CREATED,4.35x4.31x2.58,https://s3.amazonaws.com/lgdcertificates/3909114991.pdf,
2000078131,ROUND,G,VVS1,0.3,IGI,VERY GOOD,EXCELLENT,EXCELLENT,NONE,2500,84,400,LG464196524,4.29,4.32,2.64,61.4,60,MD-TKFC,POINTED,MISC,LAB CREATED,4.29x4.32x2.64,https://s3.amazonaws.com/lgdcertificates/LG464196524.pdf,https://s3.amazonaws.com/lgdvideos/LG464196524.html
2000078576,ROUND,G,VVS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG464196483,4.34,4.36,2.65,60.9,57.5,Thin To Medium (Faceted),Pointed,MISC,LAB CREATED,4.34x4.36x2.65,https://s3.amazonaws.com/lgdcertificates/LG464196483.pdf,https://s3.amazonaws.com/lgdvideos/LG464196483.html
2000072484,ROUND,G,VVS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG464197828,4.35,4.38,2.63,60.2,59,Medium (Faceted),Pointed,MISC,LAB CREATED,4.35x4.38x2.63,https://s3.amazonaws.com/lgdcertificates/LG464197828.pdf,https://s3.amazonaws.com/lgdvideos/LG464197828.html
2000069033,ROUND,G,VVS2,0.3,IGI,Excellent,Excellent,Excellent,NONE,2300,83,391,LG464197843,4.35,4.37,2.62,60.1,59,Medium (Faceted),Pointed,MISC,LAB CREATED,4.35x4.37x2.62,https://s3.amazonaws.com/lgdcertificates/LG464197843.pdf,https://s3.amazonaws.com/lgdvideos/LG464197843.html
2000071615,ROUND,G,VVS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG468173866,4.27,4.3,2.66,62,56.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.27x4.3x2.66,https://s3.amazonaws.com/lgdcertificates/LG468173866.pdf,https://s3.amazonaws.com/lgdvideos/LG468173866.html
2000069182,ROUND,G,VVS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG468173869,4.37,4.38,2.63,60.1,58.5,Thin To Medium (Faceted),Pointed,MISC,LAB CREATED,4.37x4.38x2.63,https://s3.amazonaws.com/lgdcertificates/LG468173869.pdf,https://s3.amazonaws.com/lgdvideos/LG468173869.html
2000072552,ROUND,G,VVS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG468173871,4.37,4.38,2.66,60.9,58.5,Thin To Medium (Faceted),Pointed,MISC,LAB CREATED,4.37x4.38x2.66,https://s3.amazonaws.com/lgdcertificates/LG468173871.pdf,https://s3.amazonaws.com/lgdvideos/LG468173871.html
2000065808,ROUND,G,VVS2,0.3,IGI,Excellent,Excellent,Excellent,NONE,2300,83,391,LG468174647,4.34,4.38,2.67,61.3,58,Medium (Faceted),Pointed,MISC,LAB CREATED,4.34x4.38x2.67,https://s3.amazonaws.com/lgdcertificates/LG468174647.pdf,https://s3.amazonaws.com/lgdvideos/LG468174647.html
2000076728,ROUND,G,VVS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG468175375,4.34,4.37,2.65,60.9,57.5,Thin To Medium (Faceted),Pointed,MISC,LAB CREATED,4.34x4.37x2.65,https://s3.amazonaws.com/lgdcertificates/LG468175375.pdf,https://s3.amazonaws.com/lgdvideos/LG468175375.html
2000058283,ROUND,G,VVS2,0.3,IGI,Excellent,Excellent,Excellent,NONE,2300,83,391,LG468175376,4.24,4.28,2.7,63.3,56,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.24x4.28x2.7,https://s3.amazonaws.com/lgdcertificates/LG468175376.pdf,https://s3.amazonaws.com/lgdvideos/LG468175376.html
2000081375,ROUND,G,VS1,0.3,IGI,Excellent,Excellent,Excellent,NONE,2200,83,374,LG455009058,4.25,4.3,2.68,62.7,56,Medium (Faceted),Pointed,MISC,LAB CREATED,4.25x4.3x2.68,https://s3.amazonaws.com/lgdcertificates/LG455009058.pdf,https://s3.amazonaws.com/lgdvideos/LG455009058.html
2000072696,ROUND,G,VS1,0.3,IGI,Ideal,Excellent,Excellent,NONE,2200,83,374,LG464197820,4.34,4.36,2.67,61.3,56,Thin To Medium (Faceted),Pointed,MISC,LAB CREATED,4.34x4.36x2.67,https://s3.amazonaws.com/lgdcertificates/LG464197820.pdf,https://s3.amazonaws.com/lgdvideos/LG464197820.html
2000072627,ROUND,G,VS1,0.3,IGI,Ideal,Excellent,Excellent,NONE,2200,83,374,LG464197830,4.31,4.34,2.66,61.3,56.5,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.31x4.34x2.66,https://s3.amazonaws.com/lgdcertificates/LG464197830.pdf,https://s3.amazonaws.com/lgdvideos/LG464197830.html
2000072563,ROUND,G,VS1,0.3,IGI,Excellent,Excellent,Excellent,NONE,2200,83,374,LG464197832,4.33,4.35,2.65,61,59,Medium (Faceted),Pointed,MISC,LAB CREATED,4.33x4.35x2.65,https://s3.amazonaws.com/lgdcertificates/LG464197832.pdf,https://s3.amazonaws.com/lgdvideos/LG464197832.html
2000072153,ROUND,G,VS1,0.3,IGI,Ideal,Excellent,Excellent,NONE,2200,83,374,LG464197836,4.3,4.32,2.67,62.1,57.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.3x4.32x2.67,https://s3.amazonaws.com/lgdcertificates/LG464197836.pdf,https://s3.amazonaws.com/lgdvideos/LG464197836.html
2000074110,ROUND,G,VS2,0.3,IGI,VERY GOOD,EXCELLENT,EXCELLENT,NONE,2100,84,336,LG455010525,4.23,4.27,2.72,0,53.5,MD-STKFC,POINTED,MISC,LAB CREATED,4.23x4.27x2.72,https://s3.amazonaws.com/lgdcertificates/LG455010525.pdf,https://s3.amazonaws.com/lgdvideos/LG455010525.html
2000050750,ROUND,G,VS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2100,83,357,LG470150543,4.33,4.36,2.64,60.8,59,Thin To Medium (Faceted),Pointed,MISC,LAB CREATED,4.33x4.36x2.64,https://s3.amazonaws.com/lgdcertificates/LG470150543.pdf,https://s3.amazonaws.com/lgdvideos/LG470150543.html
2000043178,ROUND,G,VS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2100,83,357,LG470150612,4.35,4.37,2.65,60.8,57.5,Thin To Medium (Faceted),Pointed,MISC,LAB CREATED,4.35x4.37x2.65,https://s3.amazonaws.com/lgdcertificates/LG470150612.pdf,https://s3.amazonaws.com/lgdvideos/LG470150612.html
2000052046,ROUND,G,VS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2100,83,357,LG470150615,4.29,4.32,2.66,61.9,57,Medium (Faceted),Pointed,MISC,LAB CREATED,4.29x4.32x2.66,https://s3.amazonaws.com/lgdcertificates/LG470150615.pdf,https://s3.amazonaws.com/lgdvideos/LG470150615.html
2000059203,ROUND,G,VS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2100,83,357,LG470150616,4.23,4.28,2.63,61.6,59,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.23x4.28x2.63,https://s3.amazonaws.com/lgdcertificates/LG470150616.pdf,https://s3.amazonaws.com/lgdvideos/LG470150616.html
2000078831,ROUND,G,SI2,0.3,IGI,Ideal,Excellent,Excellent,NONE,1600,82,288,LG455007222,4.3,4.33,2.67,61.9,59.5,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.3x4.33x2.67,https://s3.amazonaws.com/lgdcertificates/LG455007222.pdf,https://s3.amazonaws.com/lgdvideos/LG455007222.html
2000065773,ROUND,H,VVS2,0.3,IGI,Ideal,Excellent,Excellent,NONE,2200,83,374,LG447069091,4.34,4.36,2.63,60.4,58,Medium (Faceted),Pointed,MISC,LAB CREATED,4.34x4.36x2.63,https://s3.amazonaws.com/lgdcertificates/LG447069091.pdf,https://s3.amazonaws.com/lgdvideos/LG447069091.html
2000080021,ROUND,H,VVS2,0.3,IGI,EXCELLENT,EXCELLENT,EXCELLENT,NONE,2200,83,374,LG464197318,4.31,4.36,2.66,61.4,57.5,MD-STKFC,POINTED,MISC,LAB CREATED,4.31x4.36x2.66,https://s3.amazonaws.com/lgdcertificates/LG464197318.pdf,https://s3.amazonaws.com/lgdvideos/LG464197318.html
6100361801,ROUND,H,VS1,0.3,IGI,IDEAL,EXCELLENT,EXCELLENT,None,2100,83,357,LG436076864,4.34,4.37,2.64,60.7,59,,POINTED,MISC,LAB CREATED,4.34x4.37x2.64,https://s3.amazonaws.com/lgdcertificates/LG436076864.pdf,
9000103643,ROUND,K-FAINT BROWN,VS1,0.3,IGI,Excellent,Excellent,Excellent,NONE,1400,83,238,LG250688123,4.24,4.26,2.7,63.4,55.5,MEDIUM,POINTED,MISC,LAB CREATED,4.24x4.26x2.7,https://s3.amazonaws.com/lgdcertificates/LG250688123.pdf,https://s3.amazonaws.com/lgdvideos/LG250688123.html
2000070016,ROUND,E,VVS1,0.31,IGI,Excellent,Excellent,Excellent,NONE,2800,83,476,LG468173758,4.38,4.41,2.67,60.8,59.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.38x4.41x2.67,https://s3.amazonaws.com/lgdcertificates/LG468173758.pdf,https://s3.amazonaws.com/lgdvideos/LG468173758.html
2000080717,ROUND,E,VVS2,0.31,IGI,IDEAL,EXCELLENT,EXCELLENT,NONE,2600,83,442,LG455007872,4.38,4.42,2.67,0,57,TN-MDFC,POINTED,MISC,LAB CREATED,4.38x4.42x2.67,https://s3.amazonaws.com/lgdcertificates/LG455007872.pdf,https://s3.amazonaws.com/lgdvideos/LG455007872.html
2000055896,ROUND,E,VVS2,0.31,IGI,Excellent,Excellent,Excellent,NONE,2600,83,442,LG464196482,4.34,4.37,2.7,61.9,58,Thin To Medium (Faceted),Pointed,MISC,LAB CREATED,4.34x4.37x2.7,https://s3.amazonaws.com/lgdcertificates/LG464196482.pdf,https://s3.amazonaws.com/lgdvideos/LG464196482.html
2000037095,ROUND,E,VVS2,0.31,IGI,Ideal,Excellent,Excellent,NONE,2600,83,442,LG464197021,4.35,4.38,2.7,61.9,58,Medium (Faceted),Pointed,MISC,LAB CREATED,4.35x4.38x2.7,https://s3.amazonaws.com/lgdcertificates/LG464197021.pdf,https://s3.amazonaws.com/lgdvideos/LG464197021.html
2000070862,ROUND,E,VVS2,0.31,IGI,Ideal,Excellent,Excellent,NONE,2600,83,442,LG468173759,4.38,4.42,2.69,61.1,57.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.38x4.42x2.69,https://s3.amazonaws.com/lgdcertificates/LG468173759.pdf,https://s3.amazonaws.com/lgdvideos/LG468173759.html
2000072205,ROUND,E,VVS2,0.31,IGI,Excellent,Excellent,Excellent,NONE,2600,83,442,LG468173876,4.39,4.43,2.68,60.8,59,Medium (Faceted),Pointed,MISC,LAB CREATED,4.39x4.43x2.68,https://s3.amazonaws.com/lgdcertificates/LG468173876.pdf,https://s3.amazonaws.com/lgdvideos/LG468173876.html
